uniprot_id,gene_name,length,entry_type,description,is_essential
tr|A6T5J0|A6T5J0_KLEP7,cds1,350,unreviewed (tr),tr|A6T5J0|A6T5J0_KLEP7 L-cysteine desulfhydrase Cds1 OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
sp|A6T5L4|LAMB1_KLEP7,lamB1,423,reviewed (sp),sp|A6T5L4|LAMB1_KLEP7 Maltoporin 1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6T5N3|A6T5N3_KLEP7,dnaX,635,unreviewed (tr),tr|A6T5N3|A6T5N3_KLEP7 DNA polymerase III subunit gamma/tau OS=Klebsiella pneumoniae subsp. pneumoni,True
sp|A6T5N7|KAD_KLEP7,adk,214,reviewed (sp),sp|A6T5N7|KAD_KLEP7 Adenylate kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
tr|A6T5N8|A6T5N8_KLEP7,gsk,434,unreviewed (tr),tr|A6T5N8|A6T5N8_KLEP7 Guanosine-inosine kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6T5P4|A6T5P4_KLEP7,copA,851,unreviewed (tr),tr|A6T5P4|A6T5P4_KLEP7 Copper-exporting P-type ATPase OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T5Q6|A6T5Q6_KLEP7,ybbB,358,unreviewed (tr),tr|A6T5Q6|A6T5Q6_KLEP7 tRNA 2-selenouridine synthase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T5Q7|A6T5Q7_KLEP7,purK,355,unreviewed (tr),tr|A6T5Q7|A6T5Q7_KLEP7 N5-carboxyaminoimidazole ribonucleotide synthase OS=Klebsiella pneumoniae sub,False
sp|A6T5R0|LPXH_KLEP7,lpxH,240,reviewed (sp),"sp|A6T5R0|LPXH_KLEP7 UDP-2,3-diacylglucosamine hydrolase OS=Klebsiella pneumoniae subsp. pneumoniae ",True
sp|A6T5R2|SYC_KLEP7,cysS,461,reviewed (sp),sp|A6T5R2|SYC_KLEP7 Cysteine--tRNA ligase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,True
sp|A6T5R4|FOLD_KLEP7,folD,288,reviewed (sp),sp|A6T5R4|FOLD_KLEP7 Bifunctional protein FolD OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T5S5|A6T5S5_KLEP7,lpxL,306,unreviewed (tr),tr|A6T5S5|A6T5S5_KLEP7 Lipid A biosynthesis acyltransferase OS=Klebsiella pneumoniae subsp. pneumoni,True
tr|A6T5T1|A6T5T1_KLEP7,lysS,505,unreviewed (tr),tr|A6T5T1|A6T5T1_KLEP7 Lysine--tRNA ligase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,True
sp|A6T613|BETA_KLEP7,betA,554,reviewed (sp),sp|A6T613|BETA_KLEP7 Oxygen-dependent choline dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T614|A6T614_KLEP7,betB,487,unreviewed (tr),tr|A6T614|A6T614_KLEP7 Betaine aldehyde dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T630|A6T630_KLEP7,entD,219,unreviewed (tr),tr|A6T630|A6T630_KLEP7 Enterobactin synthase component D OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T642|A6T642_KLEP7,entB,283,unreviewed (tr),tr|A6T642|A6T642_KLEP7 Enterobactin synthase component B OS=Klebsiella pneumoniae subsp. pneumoniae ,False
sp|A6T663|MTNB_KLEP7,mtnB,202,reviewed (sp),sp|A6T663|MTNB_KLEP7 Methylthioribulose-1-phosphate dehydratase OS=Klebsiella pneumoniae subsp. pneu,False
sp|A6T672|MTND_KLEP7,mtnD,180,reviewed (sp),sp|A6T672|MTND_KLEP7 Acireductone dioxygenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
sp|A6T673|MTNC_KLEP7,mtnC,229,reviewed (sp),sp|A6T673|MTNC_KLEP7 Enolase-phosphatase E1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC ,False
tr|A6T679|A6T679_KLEP7,ahpC,187,unreviewed (tr),tr|A6T679|A6T679_KLEP7 Alkyl hydroperoxide reductase C OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T680|A6T680_KLEP7,ahpF,521,unreviewed (tr),tr|A6T680|A6T680_KLEP7 Alkyl hydroperoxide reductase subunit F OS=Klebsiella pneumoniae subsp. pneum,False
sp|A6T684|PAGP_KLEP7,pagP,189,reviewed (sp),sp|A6T684|PAGP_KLEP7 Lipid A acyltransferase PagP OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T686|A6T686_KLEP7,ccrB,104,unreviewed (tr),tr|A6T686|A6T686_KLEP7 Fluoride-specific ion channel FluC OS=Klebsiella pneumoniae subsp. pneumoniae,False
sp|A6T689|LIPA_KLEP7,lipA,321,reviewed (sp),sp|A6T689|LIPA_KLEP7 Lipoyl synthase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
sp|A6T691|LIPB_KLEP7,lipB,214,reviewed (sp),sp|A6T691|LIPB_KLEP7 Octanoyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6T693|A6T693_KLEP7,dacA,399,unreviewed (tr),tr|A6T693|A6T693_KLEP7 serine-type D-Ala-D-Ala carboxypeptidase OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6T695|A6T695_KLEP7,mrdB,370,unreviewed (tr),tr|A6T695|A6T695_KLEP7 Peptidoglycan glycosyltransferase MrdB OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T696|A6T696_KLEP7,mrdA,633,unreviewed (tr),"tr|A6T696|A6T696_KLEP7 Peptidoglycan D,D-transpeptidase MrdA OS=Klebsiella pneumoniae subsp. pneumon",False
sp|A6T6B5|MIAB_KLEP7,miaB,474,reviewed (sp),sp|A6T6B5|MIAB_KLEP7 tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase OS=Klebsiella pneumoniae,False
sp|A6T6C1|NAGB_KLEP7,nagB,266,reviewed (sp),sp|A6T6C1|NAGB_KLEP7 Glucosamine-6-phosphate deaminase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
sp|A6T6C3|SYQ_KLEP7,glnS,555,reviewed (sp),sp|A6T6C3|SYQ_KLEP7 Glutamine--tRNA ligase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,True
sp|A6T6D8|KDPB_KLEP7,kdpB,682,reviewed (sp),sp|A6T6D8|KDPB_KLEP7 Potassium-transporting ATPase ATP-binding subunit OS=Klebsiella pneumoniae subs,False
tr|A6T6E1|A6T6E1_KLEP7,phrB,480,unreviewed (tr),tr|A6T6E1|A6T6E1_KLEP7 Deoxyribodipyrimidine photo-lyase OS=Klebsiella pneumoniae subsp. pneumoniae ,False
sp|A6T6E8|END8_KLEP7,nei,263,reviewed (sp),sp|A6T6E8|END8_KLEP7 Endonuclease 8 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 /,False
tr|A6T6F2|A6T6F2_KLEP7,sdhA,588,unreviewed (tr),tr|A6T6F2|A6T6F2_KLEP7 Succinate dehydrogenase flavoprotein subunit OS=Klebsiella pneumoniae subsp. ,False
tr|A6T6F3|A6T6F3_KLEP7,sdhB,238,unreviewed (tr),tr|A6T6F3|A6T6F3_KLEP7 Succinate dehydrogenase iron-sulfur subunit OS=Klebsiella pneumoniae subsp. p,False
tr|A6T6F5|A6T6F5_KLEP7,sucB,408,unreviewed (tr),tr|A6T6F5|A6T6F5_KLEP7 Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate d,False
sp|A6T6F6|SUCC_KLEP7,sucC,388,reviewed (sp),sp|A6T6F6|SUCC_KLEP7 Succinate--CoA ligase [ADP-forming] subunit beta OS=Klebsiella pneumoniae subsp,False
tr|A6T6F7|A6T6F7_KLEP7,sucD,289,unreviewed (tr),tr|A6T6F7|A6T6F7_KLEP7 Succinate--CoA ligase [ADP-forming] subunit alpha OS=Klebsiella pneumoniae su,False
sp|A6T6I3|GPMA_KLEP7,gpmA,250,reviewed (sp),"sp|A6T6I3|GPMA_KLEP7 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Klebsiella pneumon",False
tr|A6T6I5|A6T6I5_KLEP7,galM,347,unreviewed (tr),tr|A6T6I5|A6T6I5_KLEP7 Aldose 1-epimerase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
tr|A6T6I6|A6T6I6_KLEP7,galK,383,unreviewed (tr),tr|A6T6I6|A6T6I6_KLEP7 Galactokinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
sp|A6T6K7|HUTI_KLEP7,hutI,405,reviewed (sp),sp|A6T6K7|HUTI_KLEP7 Imidazolonepropionase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
sp|A6T6K8|HUTG_KLEP7,hutG,318,reviewed (sp),sp|A6T6K8|HUTG_KLEP7 Formimidoylglutamase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
sp|A6T6L0|HUTU_KLEP7,hutU,562,reviewed (sp),sp|A6T6L0|HUTU_KLEP7 Urocanate hydratase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6T6L4|A6T6L4_KLEP7,bioA,429,unreviewed (tr),tr|A6T6L4|A6T6L4_KLEP7 Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS=Klebsiella pneu,False
sp|A6T6L5|BIOB_KLEP7,bioB,346,reviewed (sp),sp|A6T6L5|BIOB_KLEP7 Biotin synthase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
sp|A6T6L6|BIOF_KLEP7,bioF,385,reviewed (sp),sp|A6T6L6|BIOF_KLEP7 8-amino-7-oxononanoate synthase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T6L8|A6T6L8_KLEP7,bioD,240,unreviewed (tr),tr|A6T6L8|A6T6L8_KLEP7 ATP-dependent dethiobiotin synthetase BioD OS=Klebsiella pneumoniae subsp. pn,False
sp|A6T6L9|UVRB_KLEP7,uvrB,673,reviewed (sp),sp|A6T6L9|UVRB_KLEP7 UvrABC system protein B OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
sp|A6T6M5|MOAA_KLEP7,moaA,329,reviewed (sp),"sp|A6T6M5|MOAA_KLEP7 GTP 3',8-cyclase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721",False
sp|A6T6M7|MOAC_KLEP7,moaC,162,reviewed (sp),sp|A6T6M7|MOAC_KLEP7 Cyclic pyranopterin monophosphate synthase OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6T6P5|A6T6P5_KLEP7,rhlE,451,unreviewed (tr),tr|A6T6P5|A6T6P5_KLEP7 ATP-dependent RNA helicase RhlE OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T6P6|A6T6P6_KLEP7,dinG,718,unreviewed (tr),tr|A6T6P6|A6T6P6_KLEP7 ATP-dependent DNA helicase DinG OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
sp|A6T6Q6|DPS_KLEP7,dps,167,reviewed (sp),sp|A6T6Q6|DPS_KLEP7 DNA protection during starvation protein OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T6R4|A6T6R4_KLEP7,ybiS,304,unreviewed (tr),"tr|A6T6R4|A6T6R4_KLEP7 L,D-TPase catalytic domain-containing protein OS=Klebsiella pneumoniae subsp.",False
tr|A6T6S4|A6T6S4_KLEP7,moeB,251,unreviewed (tr),tr|A6T6S4|A6T6S4_KLEP7 Molybdopterin-synthase adenylyltransferase OS=Klebsiella pneumoniae subsp. pn,False
sp|A6T6T1|RIMO_KLEP7,rimO,441,reviewed (sp),sp|A6T6T1|RIMO_KLEP7 Ribosomal protein uS12 methylthiotransferase RimO OS=Klebsiella pneumoniae subs,False
tr|A6T6T6|A6T6T6_KLEP7,dacC,400,unreviewed (tr),tr|A6T6T6|A6T6T6_KLEP7 serine-type D-Ala-D-Ala carboxypeptidase OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6T6W9|A6T6W9_KLEP7,poxB,575,unreviewed (tr),tr|A6T6W9|A6T6W9_KLEP7 Pyruvate dehydrogenase [ubiquinone] OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T6X2|A6T6X2_KLEP7,hcp,561,unreviewed (tr),tr|A6T6X2|A6T6X2_KLEP7 Hydroxylamine reductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
sp|A6T6Y2|LFTR_KLEP7,aat,233,reviewed (sp),sp|A6T6Y2|LFTR_KLEP7 Leucyl/phenylalanyl-tRNA--protein transferase OS=Klebsiella pneumoniae subsp. p,False
sp|A6T6Z0|SYS_KLEP7,serS,430,reviewed (sp),sp|A6T6Z0|SYS_KLEP7 Serine--tRNA ligase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,True
sp|A6T700|SERC_KLEP7,serC,362,reviewed (sp),sp|A6T700|SERC_KLEP7 Phosphoserine aminotransferase OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
sp|A6T701|AROA_KLEP7,aroA,427,reviewed (sp),sp|A6T701|AROA_KLEP7 3-phosphoshikimate 1-carboxyvinyltransferase OS=Klebsiella pneumoniae subsp. pn,False
sp|A6T702|KCY_KLEP7,cmk,227,reviewed (sp),sp|A6T702|KCY_KLEP7 Cytidylate kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
sp|A6T714|MUKF_KLEP7,mukF,440,reviewed (sp),sp|A6T714|MUKF_KLEP7 Chromosome partition protein MukF OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
sp|A6T716|MUKB_KLEP7,mukB,1482,reviewed (sp),sp|A6T716|MUKB_KLEP7 Chromosome partition protein MukB OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
sp|A6T739|PYRD_KLEP7,pyrD,336,reviewed (sp),sp|A6T739|PYRD_KLEP7 Dihydroorotate dehydrogenase (quinone) OS=Klebsiella pneumoniae subsp. pneumoni,False
sp|A6T742|RLMKL_KLEP7,rlmL,701,reviewed (sp),sp|A6T742|RLMKL_KLEP7 Ribosomal RNA large subunit methyltransferase K/L OS=Klebsiella pneumoniae sub,False
tr|A6T743|A6T743_KLEP7,uup,635,unreviewed (tr),tr|A6T743|A6T743_KLEP7 ATP-binding protein Uup OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
sp|A6T748|FABA_KLEP7,fabA,172,reviewed (sp),sp|A6T748|FABA_KLEP7 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase OS=Klebsiella pneumoniae s,True
tr|A6T751|A6T751_KLEP7,ompA,356,unreviewed (tr),tr|A6T751|A6T751_KLEP7 Outer membrane protein A OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6T775|A6T775_KLEP7,KPN_01011,321,unreviewed (tr),tr|A6T775|A6T775_KLEP7 Carnitine monooxygenase reductase subunit OS=Klebsiella pneumoniae subsp. pne,False
tr|A6T777|A6T777_KLEP7,KPN_01013,374,unreviewed (tr),tr|A6T777|A6T777_KLEP7 Carnitine monooxygenase oxygenase subunit OS=Klebsiella pneumoniae subsp. pne,False
tr|A6T793|A6T793_KLEP7,wrbA,200,unreviewed (tr),tr|A6T793|A6T793_KLEP7 NAD(P)H dehydrogenase (quinone) OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T7A5|A6T7A5_KLEP7,putA,1326,unreviewed (tr),tr|A6T7A5|A6T7A5_KLEP7 Bifunctional protein PutA OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T7B1|A6T7B1_KLEP7,ycdB,427,unreviewed (tr),tr|A6T7B1|A6T7B1_KLEP7 Deferrochelatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
sp|A6T7B8|GHRA_KLEP7,ghrA,312,reviewed (sp),sp|A6T7B8|GHRA_KLEP7 Glyoxylate/hydroxypyruvate reductase A OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T7C2|A6T7C2_KLEP7,ymdB,175,unreviewed (tr),tr|A6T7C2|A6T7C2_KLEP7 O-acetyl-ADP-ribose deacetylase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T7D0|A6T7D0_KLEP7,htrB,306,unreviewed (tr),tr|A6T7D0|A6T7D0_KLEP7 Lipid A biosynthesis acyltransferase OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T7E5|A6T7E5_KLEP7,rne,1074,unreviewed (tr),tr|A6T7E5|A6T7E5_KLEP7 Ribonuclease E OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6T7E7|A6T7E7_KLEP7,maf,180,unreviewed (tr),tr|A6T7E7|A6T7E7_KLEP7 Nucleoside triphosphate pyrophosphatase OS=Klebsiella pneumoniae subsp. pneum,False
sp|A6T7F0|PLSX_KLEP7,plsX,365,reviewed (sp),sp|A6T7F0|PLSX_KLEP7 Phosphate acyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
sp|A6T7F1|FABH_KLEP7,fabH,317,reviewed (sp),sp|A6T7F1|FABH_KLEP7 Beta-ketoacyl-[acyl-carrier-protein] synthase III OS=Klebsiella pneumoniae subs,True
tr|A6T7G6|A6T7G6_KLEP7,nagZ,336,unreviewed (tr),tr|A6T7G6|A6T7G6_KLEP7 Beta-hexosaminidase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T7H8|A6T7H8_KLEP7,ycfX,303,unreviewed (tr),tr|A6T7H8|A6T7H8_KLEP7 N-acetyl-D-glucosamine kinase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T7H9|A6T7H9_KLEP7,cobB,271,unreviewed (tr),tr|A6T7H9|A6T7H9_KLEP7 NAD-dependent protein deacylase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T7I9|A6T7I9_KLEP7,tktA,668,unreviewed (tr),tr|A6T7I9|A6T7I9_KLEP7 Transketolase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
tr|A6T7J5|A6T7J5_KLEP7,pepT,422,unreviewed (tr),tr|A6T7J5|A6T7J5_KLEP7 Peptidase T OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6T7K1|A6T7K1_KLEP7,purB,456,unreviewed (tr),tr|A6T7K1|A6T7K1_KLEP7 Adenylosuccinate lyase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
sp|A6T7K3|MNMA_KLEP7,mnmA,368,reviewed (sp),sp|A6T7K3|MNMA_KLEP7 tRNA-specific 2-thiouridylase MnmA OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T7K6|A6T7K6_KLEP7,icdA,416,unreviewed (tr),tr|A6T7K6|A6T7K6_KLEP7 Isocitrate dehydrogenase [NADP] OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T7M9|A6T7M9_KLEP7,lpxP,304,unreviewed (tr),tr|A6T7M9|A6T7M9_KLEP7 Lipid A biosynthesis acyltransferase OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T7Q9|A6T7Q9_KLEP7,gapA,331,unreviewed (tr),tr|A6T7Q9|A6T7Q9_KLEP7 Glyceraldehyde-3-phosphate dehydrogenase OS=Klebsiella pneumoniae subsp. pneu,False
sp|A6T7R0|MSRB_KLEP7,msrB,137,reviewed (sp),sp|A6T7R0|MSRB_KLEP7 Peptide methionine sulfoxide reductase MsrB OS=Klebsiella pneumoniae subsp. pne,False
tr|A6T7R9|A6T7R9_KLEP7,selD,347,unreviewed (tr),"tr|A6T7R9|A6T7R9_KLEP7 Selenide, water dikinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain A",False
tr|A6T7S0|A6T7S0_KLEP7,topB,648,unreviewed (tr),tr|A6T7S0|A6T7S0_KLEP7 DNA topoisomerase 3 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T7T2|A6T7T2_KLEP7,xthA,268,unreviewed (tr),tr|A6T7T2|A6T7T2_KLEP7 Exodeoxyribonuclease III OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6T7T7|A6T7T7_KLEP7,astE,321,unreviewed (tr),tr|A6T7T7|A6T7T7_KLEP7 Succinylglutamate desuccinylase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T7U0|A6T7U0_KLEP7,nadE,275,unreviewed (tr),tr|A6T7U0|A6T7U0_KLEP7 NH(3)-dependent NAD(+) synthetase OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T7U8|A6T7U8_KLEP7,katE,752,unreviewed (tr),tr|A6T7U8|A6T7U8_KLEP7 Catalase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH,False
tr|A6T7W7|A6T7W7_KLEP7,trpC,452,unreviewed (tr),tr|A6T7W7|A6T7W7_KLEP7 Multifunctional fusion protein OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T7W8|A6T7W8_KLEP7,trpD,531,unreviewed (tr),tr|A6T7W8|A6T7W8_KLEP7 Anthranilate phosphoribosyltransferase OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T7X8|A6T7X8_KLEP7,btuR,196,unreviewed (tr),tr|A6T7X8|A6T7X8_KLEP7 Corrinoid adenosyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T7Y2|A6T7Y2_KLEP7,topA,865,unreviewed (tr),tr|A6T7Y2|A6T7Y2_KLEP7 DNA topoisomerase 1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
sp|A6T7Y5|RIBA_KLEP7,ribA,200,reviewed (sp),sp|A6T7Y5|RIBA_KLEP7 GTP cyclohydrolase-2 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
tr|A6T7Y9|A6T7Y9_KLEP7,pyrF,228,unreviewed (tr),tr|A6T7Y9|A6T7Y9_KLEP7 Orotidine 5'-phosphate decarboxylase OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T7Z6|A6T7Z6_KLEP7,fabI,262,unreviewed (tr),tr|A6T7Z6|A6T7Z6_KLEP7 Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Klebsiella pneumoniae subsp.,True
tr|A6T820|A6T820_KLEP7,ycjI,235,unreviewed (tr),tr|A6T820|A6T820_KLEP7 Murein peptide amidase A OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
sp|A6T886|TTCA_KLEP7,ttcA,311,reviewed (sp),sp|A6T886|TTCA_KLEP7 tRNA-cytidine(32) 2-sulfurtransferase OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8H8|A6T8H8_KLEP7,tynA,755,unreviewed (tr),tr|A6T8H8|A6T8H8_KLEP7 Amine oxidase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
tr|A6T8J4|A6T8J4_KLEP7,acpD,201,unreviewed (tr),tr|A6T8J4|A6T8J4_KLEP7 FMN dependent NADH:quinone oxidoreductase OS=Klebsiella pneumoniae subsp. pne,False
tr|A6T8K7|A6T8K7_KLEP7,astE,340,unreviewed (tr),tr|A6T8K7|A6T8K7_KLEP7 Succinylglutamate desuccinylase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T8M5|A6T8M5_KLEP7,manA,392,unreviewed (tr),tr|A6T8M5|A6T8M5_KLEP7 Mannose-6-phosphate isomerase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T8M7|A6T8M7_KLEP7,fumC,466,unreviewed (tr),tr|A6T8M7|A6T8M7_KLEP7 Fumarate hydratase class II OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6T8P1|A6T8P1_KLEP7,ogt,175,unreviewed (tr),tr|A6T8P1|A6T8P1_KLEP7 Methylated-DNA--protein-cysteine methyltransferase OS=Klebsiella pneumoniae s,False
tr|A6T8R4|A6T8R4_KLEP7,mqo,548,unreviewed (tr),tr|A6T8R4|A6T8R4_KLEP7 Probable malate:quinone oxidoreductase OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T8T5|A6T8T5_KLEP7,bioD,231,unreviewed (tr),tr|A6T8T5|A6T8T5_KLEP7 ATP-dependent dethiobiotin synthetase BioD OS=Klebsiella pneumoniae subsp. pn,False
tr|A6T8U3|A6T8U3_KLEP7,speG,186,unreviewed (tr),tr|A6T8U3|A6T8U3_KLEP7 Spermidine N(1)-acetyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae ,False
sp|A6T8X0|BGAL1_KLEP7,lacZ1,1035,reviewed (sp),sp|A6T8X0|BGAL1_KLEP7 Beta-galactosidase 1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T8Z2|A6T8Z2_KLEP7,ldh,314,unreviewed (tr),tr|A6T8Z2|A6T8Z2_KLEP7 L-lactate dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T934|A6T934_KLEP7,map,260,unreviewed (tr),tr|A6T934|A6T934_KLEP7 Methionine aminopeptidase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T959|A6T959_KLEP7,deoK,299,unreviewed (tr),tr|A6T959|A6T959_KLEP7 Deoxyribokinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
sp|A6T962|DEOC_KLEP7,deoC,249,reviewed (sp),sp|A6T962|DEOC_KLEP7 Deoxyribose-phosphate aldolase OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T989|A6T989_KLEP7,rbsK,290,unreviewed (tr),tr|A6T989|A6T989_KLEP7 Ribokinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / M,False
tr|A6T9D3|A6T9D3_KLEP7,KPN_01773,372,unreviewed (tr),tr|A6T9D3|A6T9D3_KLEP7 Aspartate-semialdehyde dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoni,False
sp|A6T9H2|PQQE_KLEP7,pqqE,380,reviewed (sp),sp|A6T9H2|PQQE_KLEP7 PqqA peptide cyclase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
tr|A6T9H5|A6T9H5_KLEP7,mrdA,655,unreviewed (tr),"tr|A6T9H5|A6T9H5_KLEP7 Peptidoglycan D,D-transpeptidase MrdA OS=Klebsiella pneumoniae subsp. pneumon",False
sp|A6T9K7|MAO1_KLEP7,maeA,565,reviewed (sp),sp|A6T9K7|MAO1_KLEP7 NAD-dependent malic enzyme OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6T9L2|A6T9L2_KLEP7,ppa,199,unreviewed (tr),tr|A6T9L2|A6T9L2_KLEP7 Inorganic pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T9P3|A6T9P3_KLEP7,narV,226,unreviewed (tr),tr|A6T9P3|A6T9P3_KLEP7 nitrate reductase (quinone) OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6T9T4|A6T9T4_KLEP7,ydcW,481,unreviewed (tr),tr|A6T9T4|A6T9T4_KLEP7 Gamma-aminobutyraldehyde dehydrogenase OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T9W2|A6T9W2_KLEP7,KPN_01952,372,unreviewed (tr),tr|A6T9W2|A6T9W2_KLEP7 S-(hydroxymethyl)glutathione dehydrogenase OS=Klebsiella pneumoniae subsp. pn,False
